94.439438,94.759758,90.250252,90.450447
91.061058,91.211212,88.233231,88.648651
89.724724,94.799797,89.664665,94.714714
94.474472,94.524521,92.692696,94.134132
95.105103,97.447449,93.26326,95.265266
96.94194,98.278275,95.955956,97.907906
97.287285,98.428429,95.410408,96.046043
107.882881,108.508507,101.931931,103.083084
103.098099,106.791794,103.008011,105.535538
103.338341,103.978981,101.401398,102.28228
102.732735,103.303307,97.852852,98.113113
98.578575,100.110107,97.362366,99.419418
100.480484,100.900902,94.824821,95.885887
96.081078,96.201202,92.71772,94.084084
93.423424,96.256256,93.128128,93.793793
91.516518,96.636635,90.590591,96.591591
96.896896,100.02002,96.636635,97.712715
97.447449,99.764763,97.247246,99.304306
99.014015,99.974976,98.503502,99.049049
99.354355,99.519516,98.428429,99.074074
98.348351,99.549553,95.290291,95.780777
96.74675,97.337334,94.424423,97.072075
91.776779,95.02002,91.206207,94.539543
94.66967,95.055054,92.847847,93.02803
93.093094,95.030029,93.018021,94.089088
94.739738,94.969971,91.091087,93.123123
93.068069,93.928932,92.27227,92.682686
93.158157,93.968971,92.247246,93.598602
93.443443,93.718719,92.627625,93.043045
93.983986,94.894897,93.608612,94.499496
94.644646,95.02002,92.577576,92.692696
92.197197,92.417419,90.170174,90.765762
90.595596,90.690689,88.788788,90.080078
90.31031,90.565567,88.663666,88.988991
89.254257,89.289291,86.371368,87.582581
87.73774,90.090088,87.192192,89.394394
88.438438,89.394394,87.59259,87.887886
88.653656,89.909912,87.987991,89.734734
89.494492,90.290291,89.244247,90.110107
89.724724,91.176178,88.713715,90.530533
90.680679,91.061058,89.014015,89.389389
89.074074,90.210213,89.074074,89.579582
90.440437,90.520523,89.68969,89.714714
90.930931,92.492493,90.565567,90.800804
90.615616,91.731735,89.124123,89.874878
90.410408,90.815819,89.889893,90.315315
89.064064,90.785789,88.908913,90.345345
90.97097,91.566566,90.085083,90.110107
90.065063,92.752754,90.01001,92.73774
93.958961,95.225227,93.878876,94.379379
94.714714,94.919922,93.883881,94.704704
94.484482,97.40741,94.414413,96.976974
96.94194,97.647644,95.820824,96.121124
96.64164,97.497498,96.256256,96.711708
96.596596,97.307304,94.799797,97.07708
96.831833,97.257256,94.959961,96.561562
96.731735,97.277275,95.145142,95.820824
95.145142,95.265266,92.422424,92.59259
92.382385,94.034035,91.836838,93.578575
94.759758,96.0961,94.109108,95.795799
99.389389,100.350349,98.053055,99.149147
100.31031,102.6026,99.759758,102.212212
111.561562,112.112114,107.237236,108.013016
109.01902,112.482483,108.868866,111.876877
110.220222,111.111115,109.254257,109.484482
109.104103,110.535538,108.478477,110
109.859863,111.151154,108.963966,109.834831
111.066063,111.236237,109.01902,110.110107
111.136139,111.96196,110.215218,111.256256
111.036034,114.189186,110.770767,113.208206
113.728729,115.055054,113.613617,114.364365
114.424423,114.424423,113.053055,113.603607
114.314316,114.739738,113.348351,114.124123
114.114113,114.364365,112.827827,113.123123
112.847847,114.014015,112.472473,114.014015
114.599602,116.10611,114.079079,115.760757
115.520523,116.231232,114.214211,114.474472
114.704704,115.66066,113.773773,114.734734
114.954956,115.925926,114.399399,115.64064
115.395393,116.841843,115.215218,116.681679
116.921921,120.105103,116.876877,119.699699
120.290291,120.705704,119.254257,119.709709
120.725723,120.955956,119.944946,120.925926
121.701698,129.179184,121.476479,127.852852
128.608612,132.852859,126.876877,128.128128
126.491493,130.620621,125.440437,130.535538
130.610611,132.012009,129.279282,129.729736
130.360367,133.158157,129.754761,133.133133
134.849854,139.33934,134.819824,138.773773
141.741745,146.591599,141.151154,144.14415
144.509506,145.035034,142.442444,144.094101
143.538544,144.7948,138.843842,140.270264
141.336334,147.022018,141.056061,145.615616
148.6987,149.944946,145.295288,146.706711
146.571579,146.741745,139.139145,139.919922
142.502502,144.394394,140.420425,143.298294
143.638641,143.783783,140.150146,141.391388
140.050049,142.237244,138.398392,141.51651
139.434433,140.760757,139.014008,139.314316
137.637634,138.788788,133.848846,137.537537
137.267273,139.289291,136.671677,138.858856
139.639633,140.290283,138.088089,140.290283
138.183182,143.978973,136.001007,143.4935
144.179184,145.295288,142.627625,144.064072
144.97998,146.306305,144.479477,144.7948
144.14415,147.552551,143.393387,145
145.595596,149.149155,144.934937,148.773773
149.599594,152.38739,147.077072,152.202209
153.293289,154.779785,151.151154,151.151154
151.401398,152.342346,146.221222,146.5065
147.317322,149.614609,145.665665,147.222229
147.667664,148.268265,144.754761,145.770767
146.196198,148.138138,145.260254,148.003006
148.798798,148.948944,145.835831,145.905899
144.839844,148.04805,144.399399,147.917923
148.27327,148.898895,147.172165,148.26326
148.348343,148.448456,145.655655,146.821823
146.841843,147.347351,145.610611,146.036041
146.401398,149.769775,146.196198,149.579575
152.82283,153.528534,150.185181,150.595596
150.770767,151.851852,150.040039,150.745743
150.150146,151.101105,149.024017,149.919922
151.201202,155.330338,151.051056,155.105103
152.937943,156.461456,151.051056,156.156158
157.182175,159.059052,155.760757,157.127121
153.338333,154.779785,148.313309,151.351349
151.346344,151.796799,147.627625,148.073074
147.652649,149.149155,146.191193,148.193192
149.019012,149.264267,146.346344,148.613617
148.853851,148.853851,146.786789,146.896896
146.216217,146.566574,143.638641,144.024017
144.204208,146.396393,144.194199,145.950958
145.945953,149.909912,145.705704,149.744751
149.149155,150.01001,147.947952,148.798798
147.922928,149.649643,147.772766,149.014008
148.898895,149.404404,145.800797,146.32132
146.946945,147.972977,145.390396,145.770767
146.126129,146.486481,144.399399,145.930923
145.795792,146.31131,142.582581,142.982986
143.088089,143.433426,140.450455,142.16716
141.821823,145.245239,140.960968,145.005005
145.045044,146.531525,142.027023,142.142136
142.582581,144.039032,141.811813,142.967972
142.897903,143.428421,142.142136,142.692688
138.093094,140.390396,137.637634,140.135132
140.635635,140.86586,139.949951,140.140137
140.760757,140.87587,136.811813,137.142136
138.218216,140.01001,137.197205,139.929932
138.92392,142.517517,138.363358,141.426422
141.416412,142.142136,140.125122,141.436432
141.881882,142.652649,141.471466,141.931931
141.261261,144.704712,141.261261,144.36937
143.838837,144.899902,143.083084,143.778778
144.259262,144.394394,142.322327,143.143143
143.098099,143.89389,142.642639,143.268265
143.398392,145.140137,143.363358,144.36937
144.644638,144.839844,143.543549,143.6987
143.088089,147.897903,142.782776,147.582581
147.562561,149.789795,146.826828,147.84285
148.788788,149.699707,148.428421,149.694702
151.026031,155.86586,150.65065,155.025024
154.654648,157.922928,153.238235,155.996002
154.519516,156.796799,150.300293,151.651657
149.909912,153.528534,149.104111,151.461456
152.162155,152.402405,150.085083,150.250244
150.65065,153.153152,150.505508,152.047043
153.228226,155.805801,152.767761,154.109116
154.35936,157.037033,153.133133,156.10611
155.905899,159.769775,155.240234,155.840836
156.656662,158.763763,156.451447,157.837845
159.909912,160.635635,156.436432,157.297302
157.632629,159.364365,156.846848,157.127121
157.267273,157.707703,152.952957,153.153152
153.4935,155.515518,153.193192,154.964966
157.267273,158.908905,156.3013,158.388382
